date,temperature_2m_mean,precipitation_sum,soil_moisture_28_to_100cm_mean,name
2011-01-01 00:00:00+00:00,25.220646,10.200001,0.45928127,Sabah
2011-01-02 00:00:00+00:00,25.482103,7.2250004,0.45983326,Sabah
2011-01-03 00:00:00+00:00,25.041477,7.9749994,0.45981252,Sabah
2011-01-04 00:00:00+00:00,24.06075,17.85,0.4632188,Sabah
2011-01-05 00:00:00+00:00,23.694603,17.45,0.47033334,Sabah
2011-01-06 00:00:00+00:00,25.24877,7.7999997,0.47044793,Sabah
2011-01-07 00:00:00+00:00,25.207624,3.075,0.4660729,Sabah
2011-01-08 00:00:00+00:00,25.61752,2.3749998,0.45978126,Sabah
2011-01-09 00:00:00+00:00,25.616999,4.225,0.45402083,Sabah
2011-01-10 00:00:00+00:00,25.471687,6.825,0.44912505,Sabah
2011-01-11 00:00:00+00:00,25.421167,7.6250005,0.4454896,Sabah
2011-01-12 00:00:00+00:00,25.08002,11.799999,0.44638538,Sabah
2011-01-13 00:00:00+00:00,24.476896,8.875,0.44904163,Sabah
2011-01-14 00:00:00+00:00,25.388353,11.25,0.45233333,Sabah
2011-01-15 00:00:00+00:00,24.454498,7.2749996,0.45406252,Sabah
2011-01-16 00:00:00+00:00,24.601376,24.675,0.45782295,Sabah
2011-01-17 00:00:00+00:00,24.544083,12.400001,0.46657294,Sabah
2011-01-18 00:00:00+00:00,24.34877,17.324999,0.4713229,Sabah
2011-01-19 00:00:00+00:00,24.676895,5.2000003,0.46621877,Sabah
2011-01-20 00:00:00+00:00,25.161272,4.4,0.45873958,Sabah
2011-01-21 00:00:00+00:00,25.642,3.725,0.45211455,Sabah
2011-01-22 00:00:00+00:00,25.025854,10.674999,0.44773954,Sabah
2011-01-23 00:00:00+00:00,24.287313,18.025,0.45120826,Sabah
2011-01-24 00:00:00+00:00,24.43679,14.449999,0.45524997,Sabah
2011-01-25 00:00:00+00:00,24.357103,9.65,0.45714578,Sabah
2011-01-26 00:00:00+00:00,24.158665,17.0,0.46146882,Sabah
2011-01-27 00:00:00+00:00,23.802414,24.0,0.4708854,Sabah
2011-01-28 00:00:00+00:00,23.701895,17.4,0.47376043,Sabah
2011-01-29 00:00:00+00:00,23.501373,19.525002,0.45910418,Sabah
2011-01-30 00:00:00+00:00,23.21075,22.775,0.45887494,Sabah
2011-01-31 00:00:00+00:00,24.263353,9.425,0.45769793,Sabah
2011-02-01 00:00:00+00:00,24.054499,15.775001,0.45736462,Sabah
2011-02-02 00:00:00+00:00,24.119083,4.5249996,0.4558646,Sabah
2011-02-03 00:00:00+00:00,24.771168,17.35,0.4507917,Sabah
2011-02-04 00:00:00+00:00,23.550854,35.624996,0.45004165,Sabah
2011-02-05 00:00:00+00:00,25.001375,16.400002,0.44604167,Sabah
2011-02-06 00:00:00+00:00,25.019604,17.375,0.44721872,Sabah
2011-02-07 00:00:00+00:00,24.495644,17.45,0.45082292,Sabah
2011-02-08 00:00:00+00:00,25.113356,5.375,0.4482917,Sabah
2011-02-09 00:00:00+00:00,24.839918,9.7,0.44554162,Sabah
2011-02-10 00:00:00+00:00,24.962831,8.900001,0.44923955,Sabah
2011-02-11 00:00:00+00:00,25.07221,13.85,0.4493854,Sabah
2011-02-12 00:00:00+00:00,24.90554,14.4,0.4548333,Sabah
2011-02-13 00:00:00+00:00,24.453459,10.8,0.45941663,Sabah
2011-02-14 00:00:00+00:00,25.476894,4.15,0.4589167,Sabah
2011-02-15 00:00:00+00:00,25.337833,4.525,0.455,Sabah
2011-02-16 00:00:00+00:00,24.642,11.599999,0.45291662,Sabah
2011-02-17 00:00:00+00:00,24.14825,23.525002,0.4611771,Sabah
2011-02-18 00:00:00+00:00,24.325333,9.8,0.46948963,Sabah
2011-02-19 00:00:00+00:00,24.445646,14.225,0.4715938,Sabah
2011-02-20 00:00:00+00:00,24.98367,9.3,0.46690625,Sabah
2011-02-21 00:00:00+00:00,24.707104,10.75,0.46464586,Sabah
2011-02-22 00:00:00+00:00,24.964397,7.6499996,0.46321872,Sabah
2011-02-23 00:00:00+00:00,24.797207,8.375,0.46135414,Sabah
2011-02-24 00:00:00+00:00,24.59877,5.0,0.4600208,Sabah
2011-02-25 00:00:00+00:00,25.278978,0.52500004,0.45528126,Sabah
2011-02-26 00:00:00+00:00,25.11127,2.5500002,0.4495729,Sabah
2011-02-27 00:00:00+00:00,25.464394,1.925,0.44428125,Sabah
2011-02-28 00:00:00+00:00,24.882624,6.575,0.43973956,Sabah
2011-03-01 00:00:00+00:00,25.614916,6.325,0.4391042,Sabah
2011-03-02 00:00:00+00:00,25.35346,18.85,0.442625,Sabah
2011-03-03 00:00:00+00:00,25.07533,1.95,0.4461875,Sabah
2011-03-04 00:00:00+00:00,25.645126,8.175,0.44558328,Sabah
2011-03-05 00:00:00+00:00,25.17429,11.350001,0.44708332,Sabah
2011-03-06 00:00:00+00:00,25.61596,4.575,0.44814587,Sabah
2011-03-07 00:00:00+00:00,25.970123,5.1749997,0.4457604,Sabah
2011-03-08 00:00:00+00:00,25.599293,4.35,0.4425,Sabah
2011-03-09 00:00:00+00:00,24.93523,14.5,0.44322917,Sabah
2011-03-10 00:00:00+00:00,25.133665,9.674999,0.44715625,Sabah
2011-03-11 00:00:00+00:00,24.910229,9.7,0.45103124,Sabah
2011-03-12 00:00:00+00:00,24.082104,31.199999,0.4592917,Sabah
2011-03-13 00:00:00+00:00,25.01075,2.325,0.46388546,Sabah
2011-03-14 00:00:00+00:00,25.79981,2.35,0.45976046,Sabah
2011-03-15 00:00:00+00:00,25.49825,6.175,0.45515627,Sabah
2011-03-16 00:00:00+00:00,24.992,18.975,0.4570521,Sabah
2011-03-17 00:00:00+00:00,25.3795,9.25,0.4586146,Sabah
2011-03-18 00:00:00+00:00,25.10398,15.1,0.46182287,Sabah
2011-03-19 00:00:00+00:00,25.034187,8.8,0.46333337,Sabah
2011-03-20 00:00:00+00:00,25.255539,8.425,0.4657604,Sabah
2011-03-21 00:00:00+00:00,24.959187,16.975,0.46761456,Sabah
2011-03-22 00:00:00+00:00,24.108667,39.8,0.46831253,Sabah
2011-03-23 00:00:00+00:00,23.88158,20.125,0.45383334,Sabah
2011-03-24 00:00:00+00:00,24.455542,21.999998,0.45129162,Sabah
2011-03-25 00:00:00+00:00,23.825853,22.624998,0.46376038,Sabah
2011-03-26 00:00:00+00:00,24.253458,46.35,0.46368748,Sabah
2011-03-27 00:00:00+00:00,23.900854,19.3,0.45872915,Sabah
2011-03-28 00:00:00+00:00,24.269083,19.05,0.45296878,Sabah
2011-03-29 00:00:00+00:00,24.695126,26.974998,0.45952085,Sabah
2011-03-30 00:00:00+00:00,25.015436,10.174999,0.46753123,Sabah
2011-03-31 00:00:00+00:00,25.19304,15.275,0.46807292,Sabah
2011-04-01 00:00:00+00:00,25.188354,15.975001,0.46495837,Sabah
2011-04-02 00:00:00+00:00,25.507103,4.525,0.45624998,Sabah
2011-04-03 00:00:00+00:00,25.596687,11.975,0.45071876,Sabah
2011-04-04 00:00:00+00:00,24.76752,19.7,0.4527709,Sabah
2011-04-05 00:00:00+00:00,24.87429,17.375,0.44818753,Sabah
2011-04-06 00:00:00+00:00,24.95398,16.949999,0.44723958,Sabah
2011-04-07 00:00:00+00:00,25.41596,4.5249996,0.44786456,Sabah
2011-04-08 00:00:00+00:00,25.561272,9.2,0.4437083,Sabah
2011-04-09 00:00:00+00:00,24.47377,14.900001,0.4461875,Sabah
2011-04-10 00:00:00+00:00,24.709187,8.875,0.45290625,Sabah
2011-04-11 00:00:00+00:00,25.433664,8.425,0.45102087,Sabah
2011-04-12 00:00:00+00:00,25.456583,4.625,0.44798955,Sabah
2011-04-13 00:00:00+00:00,25.131062,8.55,0.44566667,Sabah
2011-04-14 00:00:00+00:00,25.247728,11.4,0.4479584,Sabah
2011-04-15 00:00:00+00:00,25.366478,11.65,0.44960418,Sabah
2011-04-16 00:00:00+00:00,25.332104,6.5499997,0.44984376,Sabah
2011-04-17 00:00:00+00:00,25.283667,13.175001,0.4514375,Sabah
2011-04-18 00:00:00+00:00,25.599293,3.9,0.45076036,Sabah
2011-04-19 00:00:00+00:00,25.930021,1.1,0.447375,Sabah
2011-04-20 00:00:00+00:00,26.306063,1.3,0.44346872,Sabah
2011-04-21 00:00:00+00:00,26.602936,0.8,0.43920833,Sabah
2011-04-22 00:00:00+00:00,25.946167,10.85,0.43541667,Sabah
2011-04-23 00:00:00+00:00,25.788876,8.05,0.4357396,Sabah
2011-04-24 00:00:00+00:00,25.462831,14.25,0.43618748,Sabah
2011-04-25 00:00:00+00:00,25.569082,13.275001,0.44200003,Sabah
2011-04-26 00:00:00+00:00,25.728458,9.9,0.44530213,Sabah
2011-04-27 00:00:00+00:00,25.46804,14.625001,0.44972917,Sabah
2011-04-28 00:00:00+00:00,25.577938,8.75,0.45347914,Sabah
2011-04-29 00:00:00+00:00,25.614395,8.525,0.45587504,Sabah
2011-04-30 00:00:00+00:00,25.551895,9.35,0.45925003,Sabah
2011-05-01 00:00:00+00:00,25.852934,8.75,0.45880207,Sabah
2011-05-02 00:00:00+00:00,24.954498,14.225,0.4615521,Sabah
2011-05-03 00:00:00+00:00,25.191479,15.075001,0.46581253,Sabah
2011-05-04 00:00:00+00:00,25.780018,2.525,0.46449998,Sabah
2011-05-05 00:00:00+00:00,26.170647,6.65,0.46120837,Sabah
2011-05-06 00:00:00+00:00,25.907623,9.8,0.4589063,Sabah
2011-05-07 00:00:00+00:00,26.058666,7.0499997,0.45627084,Sabah
2011-05-08 00:00:00+00:00,25.706062,11.0,0.45729172,Sabah
2011-05-09 00:00:00+00:00,25.77533,9.6,0.45958334,Sabah
2011-05-10 00:00:00+00:00,25.609707,11.9,0.46490628,Sabah
2011-05-11 00:00:00+00:00,25.936272,8.625,0.4643333,Sabah
2011-05-12 00:00:00+00:00,26.16283,7.05,0.4631979,Sabah
2011-05-13 00:00:00+00:00,25.863354,10.7,0.46123955,Sabah
2011-05-14 00:00:00+00:00,26.657106,2.4750001,0.4574896,Sabah
2011-05-15 00:00:00+00:00,26.521168,6.3,0.45279166,Sabah
2011-05-16 00:00:00+00:00,25.830542,8.475,0.44940624,Sabah
2011-05-17 00:00:00+00:00,25.988874,8.475,0.4501666,Sabah
2011-05-18 00:00:00+00:00,26.52898,2.825,0.4485625,Sabah
2011-05-19 00:00:00+00:00,26.032103,8.0,0.4460833,Sabah
2011-05-20 00:00:00+00:00,26.163874,6.175,0.44386455,Sabah
2011-05-21 00:00:00+00:00,26.264395,6.75,0.44161457,Sabah
2011-05-22 00:00:00+00:00,25.442001,8.375,0.44057286,Sabah
2011-05-23 00:00:00+00:00,25.801373,12.474999,0.4428125,Sabah
2011-05-24 00:00:00+00:00,25.96179,7.725,0.44266665,Sabah
2011-05-25 00:00:00+00:00,25.859707,9.575001,0.44376048,Sabah
2011-05-26 00:00:00+00:00,26.103458,8.875,0.44352084,Sabah
2011-05-27 00:00:00+00:00,25.988352,4.525,0.4436562,Sabah
2011-05-28 00:00:00+00:00,25.917,7.6000004,0.44500002,Sabah
2011-05-29 00:00:00+00:00,25.69252,8.575001,0.44659376,Sabah
2011-05-30 00:00:00+00:00,26.215437,7.2,0.44717708,Sabah
2011-05-31 00:00:00+00:00,26.307627,14.15,0.44802088,Sabah
2011-06-01 00:00:00+00:00,26.632626,5.8,0.45251042,Sabah
2011-06-02 00:00:00+00:00,26.158146,7.8,0.45202076,Sabah
2011-06-03 00:00:00+00:00,26.599293,1.875,0.45032293,Sabah
2011-06-04 00:00:00+00:00,26.693039,2.475,0.44740623,Sabah
2011-06-05 00:00:00+00:00,26.16648,13.65,0.44588536,Sabah
2011-06-06 00:00:00+00:00,25.915436,11.6,0.45051038,Sabah
2011-06-07 00:00:00+00:00,25.186792,20.650002,0.45785415,Sabah
2011-06-08 00:00:00+00:00,25.909706,6.925,0.45915622,Sabah
2011-06-09 00:00:00+00:00,25.933666,8.825001,0.4573854,Sabah
2011-06-10 00:00:00+00:00,25.800333,15.175,0.45870838,Sabah
2011-06-11 00:00:00+00:00,25.797207,7.175,0.4628125,Sabah
2011-06-12 00:00:00+00:00,25.175854,10.124999,0.46096867,Sabah
2011-06-13 00:00:00+00:00,25.5545,4.4249997,0.4599688,Sabah
2011-06-14 00:00:00+00:00,25.801376,7.0249996,0.45816666,Sabah
2011-06-15 00:00:00+00:00,25.426373,7.025,0.4577188,Sabah
2011-06-16 00:00:00+00:00,25.924812,4.8999996,0.4572917,Sabah
2011-06-17 00:00:00+00:00,26.193562,4.6749997,0.45520836,Sabah
2011-06-18 00:00:00+00:00,26.219086,5.425,0.45311457,Sabah
2011-06-19 00:00:00+00:00,26.368563,2.225,0.45084378,Sabah
2011-06-20 00:00:00+00:00,26.18627,6.6000004,0.44825,Sabah
2011-06-21 00:00:00+00:00,26.951376,1.575,0.44557288,Sabah
2011-06-22 00:00:00+00:00,26.363874,7.9500003,0.44244793,Sabah
2011-06-23 00:00:00+00:00,26.437315,1.175,0.44021875,Sabah
2011-06-24 00:00:00+00:00,26.215437,4.975,0.43783337,Sabah
2011-06-25 00:00:00+00:00,26.520645,1.875,0.4359167,Sabah
2011-06-26 00:00:00+00:00,26.488352,2.6750002,0.43327087,Sabah
2011-06-27 00:00:00+00:00,26.78523,1.05,0.4302396,Sabah
2011-06-28 00:00:00+00:00,25.79356,9.6,0.42775002,Sabah
2011-06-29 00:00:00+00:00,25.204498,11.125,0.42692712,Sabah
2011-06-30 00:00:00+00:00,24.388872,33.925,0.43791664,Sabah
2011-07-01 00:00:00+00:00,24.71023,11.6,0.45885417,Sabah
2011-07-02 00:00:00+00:00,25.063356,2.6999998,0.46021867,Sabah
2011-07-03 00:00:00+00:00,25.189396,18.750002,0.46194798,Sabah
2011-07-04 00:00:00+00:00,25.191479,4.225,0.46558338,Sabah
2011-07-05 00:00:00+00:00,25.832626,4.375,0.4632917,Sabah
2011-07-06 00:00:00+00:00,25.96075,2.3999999,0.46053123,Sabah
2011-07-07 00:00:00+00:00,26.140957,1.575,0.45699996,Sabah
2011-07-08 00:00:00+00:00,25.820124,5.9,0.4536146,Sabah
2011-07-09 00:00:00+00:00,26.542519,2.75,0.4501875,Sabah
2011-07-10 00:00:00+00:00,25.878979,3.225,0.44712502,Sabah
2011-07-11 00:00:00+00:00,25.900852,3.7249997,0.44432297,Sabah
2011-07-12 00:00:00+00:00,26.229498,2.1,0.44145828,Sabah
2011-07-13 00:00:00+00:00,25.883667,4.3749995,0.4387396,Sabah
2011-07-14 00:00:00+00:00,26.188354,0.95000005,0.43614584,Sabah
2011-07-15 00:00:00+00:00,26.27898,4.8499994,0.4331354,Sabah
2011-07-16 00:00:00+00:00,26.039396,3.475,0.43041658,Sabah
2011-07-17 00:00:00+00:00,25.738876,4.7000003,0.42804167,Sabah
2011-07-18 00:00:00+00:00,26.078459,5.125,0.42639583,Sabah
2011-07-19 00:00:00+00:00,25.832104,6.425,0.42767707,Sabah
2011-07-20 00:00:00+00:00,25.905542,3.05,0.4281459,Sabah
2011-07-21 00:00:00+00:00,25.314915,13.05,0.42904168,Sabah
2011-07-22 00:00:00+00:00,25.067,4.85,0.43134367,Sabah
2011-07-23 00:00:00+00:00,26.167,2.65,0.43111452,Sabah
2011-07-24 00:00:00+00:00,25.918041,4.3,0.4297396,Sabah
2011-07-25 00:00:00+00:00,25.756584,2.4250002,0.42843753,Sabah
2011-07-26 00:00:00+00:00,26.263353,2.4499998,0.42662498,Sabah
2011-07-27 00:00:00+00:00,26.89877,1.025,0.42441666,Sabah
